order_id,customer_id,product_id,location_id,date_id,sales,profit,quantity,discount,shipping_cost
ES-2011-3104322,287,3109,352,20110125,71.0,1.35,5,0.0,6.64
SF-2011-2290,99,6702,854,20110125,45.0,10.44,4,0.0,6.53
MX-2011-161508,73,4662,620,20110125,32.0,10.12,2,0.0,4.45
IN-2011-53658,481,6072,198,20110125,98.0,34.32,2,0.0,3.17
MX-2011-162936,722,6156,255,20110125,18.0,5.98,1,0.0,1.76
ES-2011-3746760,281,1629,368,20110125,20.0,4.02,1,0.0,1.15
NI-2011-7750,295,4045,704,20110125,4.0,-9.0,1,0.7,0.28
ID-2011-36011,326,908,432,20110126,334.0,-109.9365,1,0.27,92.67
TU-2011-5460,357,1869,966,20110126,1113.0,-1475.352,6,0.6,47.35
IT-2011-4233239,27,8738,772,20110126,570.0,-216.765,3,0.5,33.99
MO-2011-3300,556,9096,630,20110126,311.0,118.02,1,0.0,27.7
SL-2011-6640,665,5436,844,20110126,285.0,59.76,4,0.0,25.63
ES-2011-4436456,335,455,340,20110126,119.0,-143.076,2,0.6,24.75
TU-2011-5460,357,6748,966,20110126,318.0,-254.64,4,0.6,19.93
IR-2011-3890,102,9006,464,20110126,256.0,102.45,1,0.0,19.7
MO-2011-3300,556,9061,630,20110126,124.0,42.24,1,0.0,17.14
IN-2011-31496,563,6018,422,20110126,79.0,25.38,3,0.0,13.82
IN-2011-76198,43,3071,422,20110126,343.0,54.6,7,0.0,13.22
IT-2011-2536577,16,7670,344,20110126,345.0,162.27,9,0.0,12.46
IN-2011-15270,151,7253,433,20110126,142.0,51.1659,3,0.17,12.24
TU-2011-5460,357,5297,966,20110126,115.0,-68.976,4,0.6,11.17
IT-2011-2536577,16,7108,344,20110126,108.0,2.4,5,0.1,11.06
IT-2011-2536577,16,3795,344,20110126,136.0,16.2,9,0.0,9.44
IT-2011-2536577,16,2799,344,20110126,88.0,15.84,4,0.0,7.14
