date_id,full_date,year,quarter,month,month_name,day,weekday
20110806,2011-08-06,2011,3,8,August,6,Saturday
20110807,2011-08-07,2011,3,8,August,7,Sunday
20110808,2011-08-08,2011,3,8,August,8,Monday
20110809,2011-08-09,2011,3,8,August,9,Tuesday
20110810,2011-08-10,2011,3,8,August,10,Wednesday
20110811,2011-08-11,2011,3,8,August,11,Thursday
20110812,2011-08-12,2011,3,8,August,12,Friday
20110813,2011-08-13,2011,3,8,August,13,Saturday
20110815,2011-08-15,2011,3,8,August,15,Monday
20110816,2011-08-16,2011,3,8,August,16,Tuesday
20110817,2011-08-17,2011,3,8,August,17,Wednesday
20110818,2011-08-18,2011,3,8,August,18,Thursday
20110819,2011-08-19,2011,3,8,August,19,Friday
20110820,2011-08-20,2011,3,8,August,20,Saturday
20110821,2011-08-21,2011,3,8,August,21,Sunday
20110822,2011-08-22,2011,3,8,August,22,Monday
20110823,2011-08-23,2011,3,8,August,23,Tuesday
20110824,2011-08-24,2011,3,8,August,24,Wednesday
20110825,2011-08-25,2011,3,8,August,25,Thursday
20110826,2011-08-26,2011,3,8,August,26,Friday
20110827,2011-08-27,2011,3,8,August,27,Saturday
20110829,2011-08-29,2011,3,8,August,29,Monday
20110830,2011-08-30,2011,3,8,August,30,Tuesday
20110831,2011-08-31,2011,3,8,August,31,Wednesday
20110901,2011-09-01,2011,3,9,September,1,Thursday
20110902,2011-09-02,2011,3,9,September,2,Friday
20110903,2011-09-03,2011,3,9,September,3,Saturday
20110905,2011-09-05,2011,3,9,September,5,Monday
20110906,2011-09-06,2011,3,9,September,6,Tuesday
20110907,2011-09-07,2011,3,9,September,7,Wednesday
20110908,2011-09-08,2011,3,9,September,8,Thursday
20110909,2011-09-09,2011,3,9,September,9,Friday
20110910,2011-09-10,2011,3,9,September,10,Saturday
20110911,2011-09-11,2011,3,9,September,11,Sunday
20110912,2011-09-12,2011,3,9,September,12,Monday
20110913,2011-09-13,2011,3,9,September,13,Tuesday
20110914,2011-09-14,2011,3,9,September,14,Wednesday
20110915,2011-09-15,2011,3,9,September,15,Thursday
20110916,2011-09-16,2011,3,9,September,16,Friday
20110917,2011-09-17,2011,3,9,September,17,Saturday
20110918,2011-09-18,2011,3,9,September,18,Sunday
20110919,2011-09-19,2011,3,9,September,19,Monday
20110920,2011-09-20,2011,3,9,September,20,Tuesday
20110921,2011-09-21,2011,3,9,September,21,Wednesday
20110922,2011-09-22,2011,3,9,September,22,Thursday
20110923,2011-09-23,2011,3,9,September,23,Friday
20110924,2011-09-24,2011,3,9,September,24,Saturday
20110925,2011-09-25,2011,3,9,September,25,Sunday
20110926,2011-09-26,2011,3,9,September,26,Monday
20110927,2011-09-27,2011,3,9,September,27,Tuesday
20110928,2011-09-28,2011,3,9,September,28,Wednesday
20110929,2011-09-29,2011,3,9,September,29,Thursday
20110930,2011-09-30,2011,3,9,September,30,Friday
20111001,2011-10-01,2011,4,10,October,1,Saturday
20111002,2011-10-02,2011,4,10,October,2,Sunday
20111003,2011-10-03,2011,4,10,October,3,Monday
20111004,2011-10-04,2011,4,10,October,4,Tuesday
20111005,2011-10-05,2011,4,10,October,5,Wednesday
20111006,2011-10-06,2011,4,10,October,6,Thursday
20111007,2011-10-07,2011,4,10,October,7,Friday
20111008,2011-10-08,2011,4,10,October,8,Saturday
20111009,2011-10-09,2011,4,10,October,9,Sunday
20111010,2011-10-10,2011,4,10,October,10,Monday
20111011,2011-10-11,2011,4,10,October,11,Tuesday
20111012,2011-10-12,2011,4,10,October,12,Wednesday
20111013,2011-10-13,2011,4,10,October,13,Thursday
20111014,2011-10-14,2011,4,10,October,14,Friday
20111015,2011-10-15,2011,4,10,October,15,Saturday
20111016,2011-10-16,2011,4,10,October,16,Sunday
20111017,2011-10-17,2011,4,10,October,17,Monday
20111018,2011-10-18,2011,4,10,October,18,Tuesday
20111019,2011-10-19,2011,4,10,October,19,Wednesday
20111020,2011-10-20,2011,4,10,October,20,Thursday
20111021,2011-10-21,2011,4,10,October,21,Friday
20111022,2011-10-22,2011,4,10,October,22,Saturday
20111024,2011-10-24,2011,4,10,October,24,Monday
20111025,2011-10-25,2011,4,10,October,25,Tuesday
20111026,2011-10-26,2011,4,10,October,26,Wednesday
20111027,2011-10-27,2011,4,10,October,27,Thursday
20111028,2011-10-28,2011,4,10,October,28,Friday
20111029,2011-10-29,2011,4,10,October,29,Saturday
20111030,2011-10-30,2011,4,10,October,30,Sunday
20111031,2011-10-31,2011,4,10,October,31,Monday
20111101,2011-11-01,2011,4,11,November,1,Tuesday
20111102,2011-11-02,2011,4,11,November,2,Wednesday
20111103,2011-11-03,2011,4,11,November,3,Thursday
20111104,2011-11-04,2011,4,11,November,4,Friday
20111105,2011-11-05,2011,4,11,November,5,Saturday
20111106,2011-11-06,2011,4,11,November,6,Sunday
20111107,2011-11-07,2011,4,11,November,7,Monday
20111108,2011-11-08,2011,4,11,November,8,Tuesday
20111109,2011-11-09,2011,4,11,November,9,Wednesday
20111110,2011-11-10,2011,4,11,November,10,Thursday
20111111,2011-11-11,2011,4,11,November,11,Friday
20111112,2011-11-12,2011,4,11,November,12,Saturday
20111113,2011-11-13,2011,4,11,November,13,Sunday
20111114,2011-11-14,2011,4,11,November,14,Monday
20111115,2011-11-15,2011,4,11,November,15,Tuesday
20111116,2011-11-16,2011,4,11,November,16,Wednesday
20111117,2011-11-17,2011,4,11,November,17,Thursday
20111118,2011-11-18,2011,4,11,November,18,Friday
20111119,2011-11-19,2011,4,11,November,19,Saturday
20111120,2011-11-20,2011,4,11,November,20,Sunday
20111121,2011-11-21,2011,4,11,November,21,Monday
20111122,2011-11-22,2011,4,11,November,22,Tuesday
20111123,2011-11-23,2011,4,11,November,23,Wednesday
20111124,2011-11-24,2011,4,11,November,24,Thursday
20111125,2011-11-25,2011,4,11,November,25,Friday
20111126,2011-11-26,2011,4,11,November,26,Saturday
20111127,2011-11-27,2011,4,11,November,27,Sunday
20111128,2011-11-28,2011,4,11,November,28,Monday
20111129,2011-11-29,2011,4,11,November,29,Tuesday
20111130,2011-11-30,2011,4,11,November,30,Wednesday
20111201,2011-12-01,2011,4,12,December,1,Thursday
20111202,2011-12-02,2011,4,12,December,2,Friday
20111203,2011-12-03,2011,4,12,December,3,Saturday
20111204,2011-12-04,2011,4,12,December,4,Sunday
20111205,2011-12-05,2011,4,12,December,5,Monday
20111206,2011-12-06,2011,4,12,December,6,Tuesday
20111207,2011-12-07,2011,4,12,December,7,Wednesday
20111208,2011-12-08,2011,4,12,December,8,Thursday
20111209,2011-12-09,2011,4,12,December,9,Friday
20111210,2011-12-10,2011,4,12,December,10,Saturday
20111211,2011-12-11,2011,4,12,December,11,Sunday
20111212,2011-12-12,2011,4,12,December,12,Monday
20111213,2011-12-13,2011,4,12,December,13,Tuesday
20111214,2011-12-14,2011,4,12,December,14,Wednesday
20111215,2011-12-15,2011,4,12,December,15,Thursday
20111216,2011-12-16,2011,4,12,December,16,Friday
20111217,2011-12-17,2011,4,12,December,17,Saturday
20111219,2011-12-19,2011,4,12,December,19,Monday
20111220,2011-12-20,2011,4,12,December,20,Tuesday
20111221,2011-12-21,2011,4,12,December,21,Wednesday
20111222,2011-12-22,2011,4,12,December,22,Thursday
20111223,2011-12-23,2011,4,12,December,23,Friday
20111224,2011-12-24,2011,4,12,December,24,Saturday
20111225,2011-12-25,2011,4,12,December,25,Sunday
20111226,2011-12-26,2011,4,12,December,26,Monday
20111227,2011-12-27,2011,4,12,December,27,Tuesday
20111228,2011-12-28,2011,4,12,December,28,Wednesday
20111229,2011-12-29,2011,4,12,December,29,Thursday
20111230,2011-12-30,2011,4,12,December,30,Friday
20111231,2011-12-31,2011,4,12,December,31,Saturday
20120102,2012-01-02,2012,1,1,January,2,Monday
20120103,2012-01-03,2012,1,1,January,3,Tuesday
20120104,2012-01-04,2012,1,1,January,4,Wednesday
20120105,2012-01-05,2012,1,1,January,5,Thursday
20120106,2012-01-06,2012,1,1,January,6,Friday
20120107,2012-01-07,2012,1,1,January,7,Saturday
20120108,2012-01-08,2012,1,1,January,8,Sunday
20120109,2012-01-09,2012,1,1,January,9,Monday
20120110,2012-01-10,2012,1,1,January,10,Tuesday
20120111,2012-01-11,2012,1,1,January,11,Wednesday
20120112,2012-01-12,2012,1,1,January,12,Thursday
20120113,2012-01-13,2012,1,1,January,13,Friday
20120114,2012-01-14,2012,1,1,January,14,Saturday
20120116,2012-01-16,2012,1,1,January,16,Monday
20120117,2012-01-17,2012,1,1,January,17,Tuesday
20120118,2012-01-18,2012,1,1,January,18,Wednesday
20120119,2012-01-19,2012,1,1,January,19,Thursday
20120120,2012-01-20,2012,1,1,January,20,Friday
20120121,2012-01-21,2012,1,1,January,21,Saturday
20120122,2012-01-22,2012,1,1,January,22,Sunday
20120123,2012-01-23,2012,1,1,January,23,Monday
20120124,2012-01-24,2012,1,1,January,24,Tuesday
20120125,2012-01-25,2012,1,1,January,25,Wednesday
20120126,2012-01-26,2012,1,1,January,26,Thursday
20120127,2012-01-27,2012,1,1,January,27,Friday
20120128,2012-01-28,2012,1,1,January,28,Saturday
20120129,2012-01-29,2012,1,1,January,29,Sunday
20120130,2012-01-30,2012,1,1,January,30,Monday
20120131,2012-01-31,2012,1,1,January,31,Tuesday
20120201,2012-02-01,2012,1,2,February,1,Wednesday
20120202,2012-02-02,2012,1,2,February,2,Thursday
20120203,2012-02-03,2012,1,2,February,3,Friday
20120204,2012-02-04,2012,1,2,February,4,Saturday
20120205,2012-02-05,2012,1,2,February,5,Sunday
20120206,2012-02-06,2012,1,2,February,6,Monday
20120207,2012-02-07,2012,1,2,February,7,Tuesday
20120208,2012-02-08,2012,1,2,February,8,Wednesday
20120209,2012-02-09,2012,1,2,February,9,Thursday
20120210,2012-02-10,2012,1,2,February,10,Friday
20120211,2012-02-11,2012,1,2,February,11,Saturday
20120212,2012-02-12,2012,1,2,February,12,Sunday
20120213,2012-02-13,2012,1,2,February,13,Monday
20120214,2012-02-14,2012,1,2,February,14,Tuesday
20120215,2012-02-15,2012,1,2,February,15,Wednesday
20120216,2012-02-16,2012,1,2,February,16,Thursday
20120217,2012-02-17,2012,1,2,February,17,Friday
20120218,2012-02-18,2012,1,2,February,18,Saturday
20120219,2012-02-19,2012,1,2,February,19,Sunday
20120220,2012-02-20,2012,1,2,February,20,Monday
20120221,2012-02-21,2012,1,2,February,21,Tuesday
20120222,2012-02-22,2012,1,2,February,22,Wednesday
20120223,2012-02-23,2012,1,2,February,23,Thursday
20120224,2012-02-24,2012,1,2,February,24,Friday
20120225,2012-02-25,2012,1,2,February,25,Saturday
20120227,2012-02-27,2012,1,2,February,27,Monday
20120228,2012-02-28,2012,1,2,February,28,Tuesday
20120229,2012-02-29,2012,1,2,February,29,Wednesday
20120301,2012-03-01,2012,1,3,March,1,Thursday
20120302,2012-03-02,2012,1,3,March,2,Friday
20120303,2012-03-03,2012,1,3,March,3,Saturday
20120305,2012-03-05,2012,1,3,March,5,Monday
20120306,2012-03-06,2012,1,3,March,6,Tuesday
20120307,2012-03-07,2012,1,3,March,7,Wednesday
20120308,2012-03-08,2012,1,3,March,8,Thursday
20120309,2012-03-09,2012,1,3,March,9,Friday
20120310,2012-03-10,2012,1,3,March,10,Saturday
20120311,2012-03-11,2012,1,3,March,11,Sunday
20120312,2012-03-12,2012,1,3,March,12,Monday
20120313,2012-03-13,2012,1,3,March,13,Tuesday
20120314,2012-03-14,2012,1,3,March,14,Wednesday
20120315,2012-03-15,2012,1,3,March,15,Thursday
20120316,2012-03-16,2012,1,3,March,16,Friday
20120317,2012-03-17,2012,1,3,March,17,Saturday
20120319,2012-03-19,2012,1,3,March,19,Monday
20120320,2012-03-20,2012,1,3,March,20,Tuesday
20120321,2012-03-21,2012,1,3,March,21,Wednesday
20120322,2012-03-22,2012,1,3,March,22,Thursday
20120323,2012-03-23,2012,1,3,March,23,Friday
20120324,2012-03-24,2012,1,3,March,24,Saturday
20120326,2012-03-26,2012,1,3,March,26,Monday
20120327,2012-03-27,2012,1,3,March,27,Tuesday
20120328,2012-03-28,2012,1,3,March,28,Wednesday
20120329,2012-03-29,2012,1,3,March,29,Thursday
20120330,2012-03-30,2012,1,3,March,30,Friday
20120331,2012-03-31,2012,1,3,March,31,Saturday
20120401,2012-04-01,2012,2,4,April,1,Sunday
20120402,2012-04-02,2012,2,4,April,2,Monday
20120403,2012-04-03,2012,2,4,April,3,Tuesday
20120404,2012-04-04,2012,2,4,April,4,Wednesday
20120405,2012-04-05,2012,2,4,April,5,Thursday
20120406,2012-04-06,2012,2,4,April,6,Friday
20120407,2012-04-07,2012,2,4,April,7,Saturday
20120409,2012-04-09,2012,2,4,April,9,Monday
20120410,2012-04-10,2012,2,4,April,10,Tuesday
20120411,2012-04-11,2012,2,4,April,11,Wednesday
20120412,2012-04-12,2012,2,4,April,12,Thursday
20120413,2012-04-13,2012,2,4,April,13,Friday
20120414,2012-04-14,2012,2,4,April,14,Saturday
20120415,2012-04-15,2012,2,4,April,15,Sunday
20120416,2012-04-16,2012,2,4,April,16,Monday
20120417,2012-04-17,2012,2,4,April,17,Tuesday
20120418,2012-04-18,2012,2,4,April,18,Wednesday
20120419,2012-04-19,2012,2,4,April,19,Thursday
20120420,2012-04-20,2012,2,4,April,20,Friday
20120421,2012-04-21,2012,2,4,April,21,Saturday
20120422,2012-04-22,2012,2,4,April,22,Sunday
20120423,2012-04-23,2012,2,4,April,23,Monday
20120424,2012-04-24,2012,2,4,April,24,Tuesday
20120425,2012-04-25,2012,2,4,April,25,Wednesday
20120426,2012-04-26,2012,2,4,April,26,Thursday
20120427,2012-04-27,2012,2,4,April,27,Friday
20120428,2012-04-28,2012,2,4,April,28,Saturday
20120429,2012-04-29,2012,2,4,April,29,Sunday
20120430,2012-04-30,2012,2,4,April,30,Monday
20120501,2012-05-01,2012,2,5,May,1,Tuesday
20120502,2012-05-02,2012,2,5,May,2,Wednesday
20120503,2012-05-03,2012,2,5,May,3,Thursday
20120504,2012-05-04,2012,2,5,May,4,Friday
20120505,2012-05-05,2012,2,5,May,5,Saturday
20120506,2012-05-06,2012,2,5,May,6,Sunday
20120507,2012-05-07,2012,2,5,May,7,Monday
20120508,2012-05-08,2012,2,5,May,8,Tuesday
20120509,2012-05-09,2012,2,5,May,9,Wednesday
20120510,2012-05-10,2012,2,5,May,10,Thursday
20120511,2012-05-11,2012,2,5,May,11,Friday
20120512,2012-05-12,2012,2,5,May,12,Saturday
20120513,2012-05-13,2012,2,5,May,13,Sunday
20120514,2012-05-14,2012,2,5,May,14,Monday
20120515,2012-05-15,2012,2,5,May,15,Tuesday
20120516,2012-05-16,2012,2,5,May,16,Wednesday
20120517,2012-05-17,2012,2,5,May,17,Thursday
20120518,2012-05-18,2012,2,5,May,18,Friday
20120519,2012-05-19,2012,2,5,May,19,Saturday
20120520,2012-05-20,2012,2,5,May,20,Sunday
20120521,2012-05-21,2012,2,5,May,21,Monday
20120522,2012-05-22,2012,2,5,May,22,Tuesday
20120523,2012-05-23,2012,2,5,May,23,Wednesday
20120524,2012-05-24,2012,2,5,May,24,Thursday
20120525,2012-05-25,2012,2,5,May,25,Friday
20120526,2012-05-26,2012,2,5,May,26,Saturday
20120527,2012-05-27,2012,2,5,May,27,Sunday
20120528,2012-05-28,2012,2,5,May,28,Monday
20120529,2012-05-29,2012,2,5,May,29,Tuesday
20120530,2012-05-30,2012,2,5,May,30,Wednesday
20120531,2012-05-31,2012,2,5,May,31,Thursday
20120601,2012-06-01,2012,2,6,June,1,Friday
20120602,2012-06-02,2012,2,6,June,2,Saturday
20120603,2012-06-03,2012,2,6,June,3,Sunday
20120604,2012-06-04,2012,2,6,June,4,Monday
20120605,2012-06-05,2012,2,6,June,5,Tuesday
20120606,2012-06-06,2012,2,6,June,6,Wednesday
20120607,2012-06-07,2012,2,6,June,7,Thursday
20120608,2012-06-08,2012,2,6,June,8,Friday
20120609,2012-06-09,2012,2,6,June,9,Saturday
20120610,2012-06-10,2012,2,6,June,10,Sunday
20120611,2012-06-11,2012,2,6,June,11,Monday
20120612,2012-06-12,2012,2,6,June,12,Tuesday
20120613,2012-06-13,2012,2,6,June,13,Wednesday
20120614,2012-06-14,2012,2,6,June,14,Thursday
20120615,2012-06-15,2012,2,6,June,15,Friday
20120616,2012-06-16,2012,2,6,June,16,Saturday
20120617,2012-06-17,2012,2,6,June,17,Sunday
20120618,2012-06-18,2012,2,6,June,18,Monday
20120619,2012-06-19,2012,2,6,June,19,Tuesday
20120620,2012-06-20,2012,2,6,June,20,Wednesday
